"Id;""Name"";""Description"";""ServerName"";""TopicName"";""Address"";""Coef"";""Offset"";""LogEnabled"";""AlEnabled"";""Type"";""AlBool"";""MemTag"";""MbsTcpEnabled"";""MbsTcpFloat"";""SnmpEnabled"";""RTLogEnabled"";""AlAutoAck"";""ForceRO"";""SnmpOID"";""AutoType"";""AlHint"";""AlHigh"";""AlLow"";""AlTimeDB"";""AlLevelDB"";""IVGroupA"";""IVGroupB"";""IVGroupC"";""IVGroupD"";""PageId"";""RTLogWindow"";""RTLogTimer"";""LogDB"";""LogTimer"";""AlLoLo"";""AlHiHi"";""MbsTcpRegister"";""MbsTcpCoef"";""MbsTcpOffset"";""EEN"";""ETO"";""ECC"";""ESU"";""EAT"";""ESH"";""SEN"";""STO"";""SSU"";""TEN"";""TSU"";""FEN"";""FFN"";""FCO"";""AlStat"";""ChangeTime"";""TagValue"";""TagQuality"";""AlType""",,,,
"247;""PLC_Day"";""Day"";""MODBUS"";""A"";""41003"";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"248;""PLC_Hour"";""Hour"";""MODBUS"";""A"";""41004"";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"249;""PLC_Minute"";""Min"";""MODBUS"";""A"";""41005"";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"250;""PLC_Second"";""Sec"";""MODBUS"";""A"";""41006"";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"251;""PLC_Available_Power"";""Available Power"";""MODBUS"";""A"";""41007"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;120;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:25:26""",,,,
"252;""PLC_Available_Energy"";""Available Energy"";""MODBUS"";""A"";""41008"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;10;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:56""",,,,
"253;""PLC_Max_Total_Energy"";""Max Total Energy"";""MODBUS"";""A"";""41009"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;120;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 15:25:26""",,,,
"254;""PLC_Max_Export_Power"";""Max Export Power"";""MODBUS"";""A"";""41010"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 15:26:26""",,,,
"255;""PLC_Max_Import_Power"";""Max Import Power"";""MODBUS"";""A"";""41011"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 15:26:26""",,,,
"256;""PLC_Charge_Time"";""Charge Time"";""MODBUS"";""A"";""41012"";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"257;""PLC_Discharge_Time"";""Discharge Time"";""MODBUS"";""A"";""41013"";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"258;""PLC_Fault_Status_2"";"""";""MODBUS"";""A"";""41016D"";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"""";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";"" PLC Fault"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"259;""PLC_Alarm_Status"";""Alarm if PLC Status has issues"";""MODBUS"";""A"";""41018D"";1;0;0;1;1;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""PLC Alarm"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"260;""PLC_System_Status"";"""";""MODBUS"";""A"";""41020D"";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"261;""PLC_PCS_Apparent_Power"";"""";""MODBUS"";""A"";""42017"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:26""",,,,
"263;""PLC_PCS_Total_Discharge_Energy"";""PLC_PCS_Total_Discharge_Energy"";""MODBUS"";""A"";""42021E"";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;3;"""";0;""03/08/2020 14:31:32""",,,,
"264;""PLC_Inhibit"";""1 for inhibit outputs"";""MODBUS"";""A"";""40500"";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"265;""PLC_Comms_PCS"";""PLC and PCS Communication (Fault flag)"";""MODBUS"";""A"";""41022#0"";1;0;0;1;0;0;0;0;0;0;1;0;1;0;"""";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"""";1;1;1;0;8;""sheeran.chen@powerstar.com","shuranchen.career@gmail.com"";"""";""PCS PLC Comms Faults - Wavehub"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";2;""03/08/2020 14:31:32""",,,
"266;""PCS_Act_Pow"";""PCS Bus Active Power"";""MODBUS"";""A"";""42015"";0.001;0;1;0;0;0;0;0;0;0;0;0;1;1;"""";0;0;0;0;0;1;0;0;2;600;10;-1;30;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;3;"""";0;""03/08/2020 15:26:56""",,,,
"267;""PCS_React_Pow"";""PCS Bus Reactive Power"";""MODBUS"";""A"";""42016"";0.001;0;1;0;0;0;0;0;0;0;0;0;1;0;"""";0;0;0;0;0;0;0;0;2;600;10;-1;30;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:56""",,,,
"268;""PCS_DC_P"";""DC Batt Power"";""MODBUS"";""A"";""42007"";0.001;0;1;0;0;0;0;0;0;0;0;0;1;1;"""";0;0;0;0;0;0;0;0;2;600;10;-1;30;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;3;"""";0;""03/08/2020 15:26:56""",,,,
"269;""PCS_Work_Status"";""PCS Work Status"";""MODBUS"";""A"";""42001E"";1;0;1;0;0;0;0;0;0;0;0;0;1;1;"""";0;0;0;0;0;0;0;0;2;600;10;1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;3;"""";0;""03/08/2020 14:31:32""",,,,
"270;""PCS_Set_CP_DC"";""CP DC Power"";""MODBUS"";""B"";""+410069I"";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"""";0;0;0;0;0;0;0;0;2;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 15:12:38""",,,,
"271;""PCS_Set_CP_AC"";""CP AC PCS1 Power +410073I"";""MODBUS"";""B"";""+410073I"";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"""";0;0;0;0;0;0;0;0;2;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 15:17:17""",,,,
"272;""PLC_Comms"";""PLC Communication (Fault flag)"";""MODBUS"";""A"";""Status"";1;0;0;1;0;0;0;0;0;0;1;0;1;0;"""";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;""sheeran.chen@powerstar.com"," shuranchen.career@gmail.com"";"""";""Wavehub_PLC_Comms_Fault"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,
"273;""Comms_PCS"";""PCS Communication (Fault flag)"";""MODBUS"";""B"";""Status"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;""sheeran.chen@powerstar.com"," shuranchen.career@gmail.com"";"""";""COMMS_PCS_FAULT_Wavehub"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";2;""03/08/2020 14:31:34""",,,
"274;""BMS_Rack_1_Current"";""BMS Rack 1 Current"";""MODBUS"";""A"";""43051I"";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;1;1;600;10;-1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:26""",,,,
"275;""BMS1_Rack_1_Mode"";""BMS Rack 1 Mode"";""MODBUS"";""A"";""43052"";1;0;1;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 15:26:26""",,,,
"276;""BMS_Rack_1_SoH"";""BMS Rack 1 SoH"";""MODBUS"";""A"";""43054"";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:26""",,,,
"277;""BMS_Rack_1_Fault_1"";""BMS Additional_Protection"";""MODBUS"";""A"";""43055#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Additional_Protection Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"278;""BMS_Rack_1_Fault_2"";""DCSW1 Sensing Fail"";""MODBUS"";""A"";""43056#8"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 DCSW1 Sensing Fail Alarm¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"279;""BMS_Rack_1_Fault_3"";""DCSW2 Sensing Fail"";""MODBUS"";""A"";""43056#9"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 DCSW2 Sensing Fail Alarm¶¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"280;""BMS_Rack_1_Fault_10"";""Rack Fuse Fail_Fault"";""MODBUS"";""A"";""43057#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Rack Fuse Fail_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"281;""BMS_Rack_1_Fault_11"";""Permanent Under-Voltage_Fault"";""MODBUS"";""A"";""43057#1"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Permanent Under-Voltage_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"282;""BMS_Rack_1_Fault_12"";""Module Under-Temperature_Fault for rack 1"";""MODBUS"";""A"";""43058#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Under-Temperature_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"283;""BMS_Rack_1_Fault_13"";""Module Over-Temperature_Fault for Rack 1"";""MODBUS"";""A"";""43058#1"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Over-Temperature_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"284;""BMS_Rack_1_Fault_14"";""Module Under Voltage_Fault for Rack 1"";""MODBUS"";""A"";""43058#2"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Under Voltage_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"285;""BMS_Rack_1_Fault_15"";""Module Over Voltage_Fault"";""MODBUS"";""A"";""43058#3"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Over Voltage_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"286;""BMS_Rack_1_Fault_16"";""Module Voltage Imbalance Fault"";""MODBUS"";""A"";""43058#4"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Voltage Imbalance Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"287;""BMS_Rack_1_Fault_17"";""Module Temperature Imbalance Fault"";""MODBUS"";""A"";""43058#5"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Temperature Imbalance Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"288;""BMS_Rack_1_Alarm_1"";""BMS Additional_Protection"";""MODBUS"";""A"";""43059#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Additional_Protection Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"289;""BMS_Rack_1_Alarm_2"";""DCSW1 Sensing Fail"";""MODBUS"";""A"";""43060#8"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 DCSW1 Sensing Fail Fault¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"290;""BMS_Rack_1_Alarm_3"";""DCSW2 Sensing Fail"";""MODBUS"";""A"";""43060#9"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 DCSW2 Sensing Fail Fault¶¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"291;""BMS_Rack_1_Alarm_4"";""DCSW3 Sensing Fail_Alarm"";""MODBUS"";""A"";""43060#10"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 DCSW3 Sensing Fail_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"292;""BMS_Rack_1_Alarm_5"";""DCSW3 Fail_Alarm"";""MODBUS"";""A"";""43060#11"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 DCSW3 Fail_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"293;""BMS_Rack_1_Alarm_6"";""Module PCB Under Temperature_Alarm"";""MODBUS"";""A"";""43060#12"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module PCB Under Temperature_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"294;""BMS_Rack_1_Alarm_7"";""Module PCB Over-Temperature_Alarm"";""MODBUS"";""A"";""43060#13"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module PCB Over-Temperature_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"295;""BMS_Rack_1_Alarm_8"";""Charge Current Limit_Alarm"";""MODBUS"";""A"";""43060#14"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Charge Current Limit_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"296;""BMS_Rack_1_Alarm_9"";""Discharrge Current Limit_Alarm"";""MODBUS"";""A"";""43060#15"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Discharrge Current Limit_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"297;""BMS_Rack_1_Alarm_10"";""Rack Fuse Fail_Alarm"";""MODBUS"";""A"";""43061#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Rack Fuse Fail_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"298;""BMS_Rack_1_Alarm_11"";""Permanent Under-Voltage_Alarm"";""MODBUS"";""A"";""43061#1"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Permanent Under-Voltage_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"299;""BMS_Rack_1_Alarm_12"";""Module Under-Temperature_Alarm"";""MODBUS"";""A"";""43062#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Under-Temperature_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"300;""BMS_Rack_1_Alarm_13"";""Module Over-Temperature_Alarm"";""MODBUS"";""A"";""43062#1"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Over-Temperature_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"301;""BMS_Rack_1_Alarm_14"";""Module Under Voltage_Alarm"";""MODBUS"";""A"";""43062#2"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Under Voltage_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"302;""BMS_Rack_1_Alarm_15"";""Module Over Voltage_Alarm"";""MODBUS"";""A"";""43062#3"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Over Voltage_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"303;""BMS_Rack_1_Alarm_16"";""Module Voltage Imbalance Alarm"";""MODBUS"";""A"";""43062#4"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Voltage Imbalance Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"304;""BMS_Rack_1_Alarm_17"";""Module Temperature Imbalance Alarm"";""MODBUS"";""A"";""43062#5"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Temperature Imbalance Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"305;""BMS_Rack_1_Alarm_18"";""Rack Module Comms Fail Alarm"";""MODBUS"";""A"";""43062#6"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Module Comms Fail Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"306;""BMS_Rack_1_Alarm_19"";""Rack System Comms Fail Alarm"";""MODBUS"";""A"";""43062#7"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 System Comms Fail Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"307;""BMS_Rack_1_Alarm_20"";""Rack Charge Over Current Alarm"";""MODBUS"";""A"";""43062#8"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_1 Charge Over Current Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"308;""BMS_Rack_1_Module_Num_of_Max_Cell_V_A"";""Module Number of Max Cell Voltage A"";""MODBUS"";""A"";""43064"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"309;""BMS_Rack_1_Cell_Num_of_Max_Cell_V_A"";""Cell Number of Max Cell Voltage A"";""MODBUS"";""A"";""43065"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"310;""BMS_Rack_1_Module_Num_of_Max_Cell_V_B"";""Module Number of Max Cell Voltage B"";""MODBUS"";""A"";""43067"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"311;""BMS_Rack_1_Cell_Num_of_Max_Cell_V_B"";""Cell Number of Max Cell Voltage B"";""MODBUS"";""A"";""43068"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"312;""BMS_Rack_1_Module_Num_of_Min_Cell_V_A"";""Module Number of Min Cell Voltage A"";""MODBUS"";""A"";""43071"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
