Id;Name;Description;ServerName;TopicName;Address;Coef;Offset;LogEnabled;AlEnabled;AlBool;MemTag;MbsTcpEnabled;MbsTcpFloat;SnmpEnabled;RTLogEnabled;AlAutoAck;ForceRO;SnmpOID;AutoType;AlHint;AlHigh;AlLow;AlTimeDB;AlLevelDB;IVGroupA;IVGroupB;IVGroupC;IVGroupD;PageId;RTLogWindow;RTLogTimer;LogDB;LogTimer;AlLoLo;AlHiHi;MbsTcpRegister;MbsTcpCoef;MbsTcpOffset;EEN;ETO;ECC;ESU;EAT;ESH;SEN;STO;SSU;TEN;TSU;FEN;FFN;FCO;KPI;Type;AlStat;ChangeTime;TagValue;TagQuality;AlType
190;"BMS_Total_Racks";"Total numbers of racks";"MODBUS";"A";"43011";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;1;0;0;0;1;600;10;1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"07/10/2020 14:01:49";9
192;"PCS2_Fault_3";"DC Over-Current";"MODBUS";"A";"42049#2";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
193;"PCS2_Fault_4";"Grid Over-Voltage";"MODBUS";"A";"42049#3";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
194;"PCS2_Fault_5";"Grid Under-Voltage";"MODBUS";"A";"42049#4";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
195;"PCS2_Fault_6";"Grid Over-Frequency";"MODBUS";"A";"42049#5";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
196;"PCS2_Fault_7";"Grid Under-Frequency";"MODBUS";"A";"42049#6";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
197;"PCS2_Fault_8";"AC Over-Current";"MODBUS";"A";"42049#7";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
198;"PCS2_Fault_9";"AC Leakage Current Protection";"MODBUS";"A";"42049#8";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
199;"PCS2_Fault_10";"Islanding Protection";"MODBUS";"A";"42049#9";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
200;"PCS2_Fault_11";"Phase Anomaly";"MODBUS";"A";"42049#10";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
201;"PCS2_Fault_12";"Independent Inverter Over Voltage";"MODBUS";"A";"42049#11";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
202;"PCS2_Fault_13";"AC Voltage Imbalance";"MODBUS";"A";"42049#12";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
203;"PCS2_Fault_22";"Module Fault";"MODBUS";"A";"42050#5";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
204;"PCS2_Fault_23";"Fan Fault";"MODBUS";"A";"42050#6";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
205;"PCS2_Fault_14";"AC Current Imbalance";"MODBUS";"A";"42049#13";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
206;"PCS2_Fault_24";"Sensor Failure";"MODBUS";"A";"42050#7";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
207;"PCS2_Fault_43";"AC SPD";"MODBUS";"A";"42052#2";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
208;"PCS2_Fault_45";"Detection Fuse";"MODBUS";"A";"42052#4";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
209;"PCS2_Fault_44";"DC Fuse Fault";"MODBUS";"A";"42052#3";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
210;"PCS2_Fault_19";"Transformer Over-Temp";"MODBUS";"A";"42050#2";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
211;"PCS2_Fault_16";"Module A1 Over Temperature";"MODBUS";"A";"42050#15";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
213;"PCS2_Fault_18";"Module C1 Over Temperature";"MODBUS";"A";"42050#1";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
214;"PCS2_Fault_40";"Module A2 Over Temp";"MODBUS";"A";"42051#15";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
215;"PCS2_Fault_41";"Module B2 Over-Temp";"MODBUS";"A";"42052#0";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
216;"PCS2_Fault_42";"Module C2 Over-Temp";"MODBUS";"A";"42052#1";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
217;"PCS2_Fault_20";"Reactor 1 Over-Temp";"MODBUS";"A";"42050#3";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
218;"PCS2_Fault_21";"Reactor 2 Over-Temp";"MODBUS";"A";"42050#4";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
219;"PCS2_Fault_25";"AC Main Contactor Fault";"MODBUS";"A";"42050#8";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
220;"PCS2_Fault_26";"DC Main Contactor Fault";"MODBUS";"A";"42050#9";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
221;"PCS2_Fault_27";"Phase A Current Sampling Channel";"MODBUS";"A";"42050#10";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
222;"PCS2_Fault_28";"Phase B Current Sampling Channel";"MODBUS";"A";"42050#11";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
223;"PCS2_Fault_29";"Phase C Current Sampling Channel";"MODBUS";"A";"42050#12";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
224;"PLC_PCS2_Cha_Dis_State";"charge or discharge state of the PCS PLC";"MODBUS";"A";"42030";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"07/10/2020 14:01:49";1
225;"BMS2_Rack_2_Mode";"BMS Rack 2 Mode";"MODBUS";"A";"43602";1;0;1;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"08/10/2020 06:11:40";3
226;"BMS2_Rack_1_Fault_20";"Rack Charge Over Current Fault";"MODBUS";"A";"43558#8";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
227;"Comms_BMS";"Battery Management System Communication (Fault flag)";"MODBUS";"A";"41022#1";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"sheeran.chen@powerstar.com, olivia.zeng@powerstar.com";"steve.knight@centrica.com";"Wavehub BMS Comms Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";2;"07/10/2020 15:20:22";1
228;"BMS2_Rack_1_Fault_21";"Rack Discharge Over Current Fault";"MODBUS";"A";"43558#9";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
229;"BMS2_Rack_1_Fault_22";"Rack Under Voltage Fault";"MODBUS";"A";"43558#10";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
230;"BMS2_Rack_1_Fault_23";"Rack Over Voltage Fault";"MODBUS";"A";"43558#11";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
231;"BMS2_Rack_1_Fault_24";"Rack Voltage Sensing Difference";"MODBUS";"A";"43558#12";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
232;"BMS2_Rack_1_Fault_25";"Rack Current Sensing Difference";"MODBUS";"A";"43558#13";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
233;"BMS2_Rack_1_Fault_26";"Rack String Voltage-Imbalance";"MODBUS";"A";"43558#14";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
234;"BMS2_Rack_1_Fault_27";"Rack String Current-Imbalance";"MODBUS";"A";"43558#15";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
235;"BMS2_Rack_1_Alarm_21";"Rack Discharge Over Current Alarm";"MODBUS";"A";"43562#9";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
236;"BMS2_Rack_1_Alarm_22";"Rack Under Voltage Alarm";"MODBUS";"A";"43562#10";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
237;"BMS2_Rack_1_Alarm_24";"Rack Voltage Sensing Difference";"MODBUS";"A";"43562#12";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
238;"BMS2_Rack_1_Alarm_25";"Rack Current Sensing Difference";"MODBUS";"A";"43562#13";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
239;"BMS2_Rack_1_Alarm_26";"Rack String Voltage-Imbalance";"MODBUS";"A";"43562#14";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
240;"BMS2_Rack_1_Alarm_27";"Rack String Current-Imbalance";"MODBUS";"A";"43562#15";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
241;"setpoint_ps";"";"MODBUS";"A";"40510i";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"07/10/2020 14:01:49";0
243;"PCS_Monthly_Charge";"Monthly kWh Usage Charge";"MODBUS";"B";"+310086D";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;2;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"07/10/2020 14:01:37";126
244;"PCS_Monthly_Discharge";"Monthly kWh Usage Discharge";"MODBUS";"B";"+310088D";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;2;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"07/10/2020 14:01:37";6
245;"PLC_Year";"Year";"MODBUS";"A";"41001";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"07/10/2020 14:01:49";2020
246;"PLC_Month";"Month";"MODBUS";"A";"41002";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"07/10/2020 14:01:49";10
247;"PLC_Day";"Day";"MODBUS";"A";"41003";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"07/10/2020 20:37:34";8
248;"PLC_Hour";"Hour";"MODBUS";"A";"41004";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"08/10/2020 05:37:37";9
249;"PLC_Minute";"Min";"MODBUS";"A";"41005";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"08/10/2020 06:11:36";34
250;"PLC_Second";"Sec";"MODBUS";"A";"41006";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"08/10/2020 06:11:45";8
251;"PLC_Available_Power";"Available Power";"MODBUS";"A";"41007";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"08/10/2020 06:11:40";15300
252;"PLC_Available_Energy";"Available Energy";"MODBUS";"A";"41008";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;10;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"08/10/2020 06:11:40";845
253;"PLC_Max_Total_Energy";"Max Total Energy";"MODBUS";"A";"41009";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;120;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"08/10/2020 06:11:40";1
254;"PLC_Max_Export_Power";"Max Export Power";"MODBUS";"A";"41010";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"08/10/2020 06:11:40";1
255;"PLC_Max_Import_Power";"Max Import Power";"MODBUS";"A";"41011";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"08/10/2020 06:11:40";1
256;"PLC_Charge_Time";"Charge Time";"MODBUS";"A";"41012";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"07/10/2020 14:01:49";54
257;"PLC_Discharge_Time";"Discharge Time";"MODBUS";"A";"41013";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"07/10/2020 14:01:49";3
258;"PLC_IO_Fire_supresion";"PLC_IO_Fire_supresion";"MODBUS";"A";"44001";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;56;"sheeran.chen@powerstar.com";"";"Fire System Signal Is Activated";"Steve.Knight@centrica.com";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"07/10/2020 14:01:50";0
259;"PLC_Alarm_Status";"Alarm if PLC Status has issues";"MODBUS";"A";"41018D";1;0;0;1;1;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"";"";"PLC Alarm";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
260;"PLC_System_Status";"";"MODBUS";"A";"41020D";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
261;"PLC_PCS2_Apparent_Power";"";"MODBUS";"A";"42043";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"08/10/2020 06:11:40";0
263;"PLC_PCS2_Total_Discharge_Energy";"";"MODBUS";"A";"42047D";1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"07/10/2020 14:01:49";170900
264;"PLC_Inhibit";"1 for inhibit outputs";"MODBUS";"A";"40500";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
267;"PCS2_React_Pow";"PCS 2 Bus Reactive Power";"MODBUS";"A";"42042";0.1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;2;600;10;-1;30;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"08/10/2020 06:11:40";0
269;"PCS2_Work_Status";"PCS Work Status";"MODBUS";"A";"42027";1;0;1;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;2;600;10;1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;3;"";0;"07/10/2020 14:01:49";2
270;"PCS_Set_CP_DC";"CP DC Power";"MODBUS";"B";"+410069I";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;2;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"07/10/2020 14:01:37";0
272;"PLC_Comms";"PLC Communication (Fault flag)";"MODBUS";"A";"Status";1;0;0;1;0;0;0;0;0;0;1;0;1;0;"";1;-1;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"sheeran.chen@powerstar.com";"";"Wavehub_PLC_Comms_Fault";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"07/10/2020 13:59:45";1
274;"BMS2_Rack_1_Current";"BMS Rack 1 Current";"MODBUS";"A";"43551I";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"08/10/2020 06:11:40";0
275;"BMS2_Rack_1_Mode";"BMS Rack 1 Mode";"MODBUS";"A";"43552";1;0;1;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;2;"";0;"08/10/2020 06:11:40";3
276;"BMS2_Rack_1_SoH";"BMS Rack 1 SoH";"MODBUS";"A";"43554";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;"";0;"08/10/2020 06:11:40";100
277;"BMS2_Rack_1_Fault_1";"BMS Additional_Protection";"MODBUS";"A";"43555#0";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"";"";"BMS_Rack_1 Additional_Protection Alarm¶";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
278;"BMS2_Rack_1_Fault_2";"DCSW1 Sensing Fail";"MODBUS";"A";"43556#8";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"";"";"BMS_Rack_1 DCSW1 Sensing Fail Alarm¶¶";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
279;"BMS2_Rack_1_Fault_3";"DCSW2 Sensing Fail";"MODBUS";"A";"43556#9";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"";1;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"";"";"BMS_Rack_1 DCSW2 Sensing Fail Alarm¶¶¶";"";0;0;"";"";0;"";0;"";"";0;0;0;"";0;"07/10/2020 14:01:49";0
